Left,Right
747,100
752,122
1201,117
1024,96
1153,114
314,46
420,36
715,118
606,64
1457,4
1342,36
756,28
840,115
222,148
1521,6
884,82
794,68
1331,71
341,96
207,19
958,90
550,3
841,138
1014,104
1077,29
437,49
1565,69
1325,134
492,40
1304,131
1608,64
245,36
1558,144
1067,119
773,130
248,32
469,124
1543,101
1327,117
844,105
1492,142
442,13
1635,2
648,58
379,98
703,146
299,66
319,14
725,137
530,109
799,138
179,54
573,142
1088,105
1444,31
1511,21
1441,21
332,118
686,36
470,45
749,29
665,77
424,53
478,21
1557,1
1391,133
1121,142
705,34
1167,148
807,116
930,115
1645,5
423,124
1177,119
1620,109
1614,73
1273,73
1592,109
922,43
1524,37
228,140
1420,100
1268,53
1211,49
1476,55
1552,99
302,88
173,93
610,117
435,14
1092,114
220,38
836,40
932,56
962,102
923,49
1160,77
1577,136
272,126
1486,63
1642,146
1484,14
941,83
820,66
1418,110
1311,123
813,59
1224,36
1253,51
766,147
526,133
448,30
736,27
1019,3
1329,36
703,17
1365,149
232,4
545,16
372,66
619,62
1617,74
1492,20
1336,31
235,18
616,62
979,104
1062,120
1181,61
631,85
1077,6
268,138
1553,111
1214,69
1419,3
357,51
411,145
1565,146
1155,34
250,7
1103,23
379,97
864,11
1376,76
903,75
1628,11
206,93
1578,38
511,131
616,15
963,54
1098,6
395,18
427,123
538,52
293,61
766,68
678,111
1561,17
256,6
446,8
1166,103
1269,69
538,118
1453,96
204,71
1099,109
655,95
928,128
1047,106
1111,20
890,146
158,14
1270,107
553,111
930,137
659,28
1063,143
336,102
228,118
1502,96
1321,98
968,113
1100,42
1357,107
732,51
1550,58
924,94
917,76
1424,85
805,15
1407,76
1010,49
767,5
1016,92
669,2
1492,83
972,71
1391,84
957,4
997,57
1232,108
1645,23
637,33
586,49
1428,68
1159,36
1332,86
225,97
279,87
1108,75
1397,26
1543,120
1012,119
1220,75
277,77
1166,121
1423,118
368,45
1108,96
1345,86
1185,36
1046,19
1396,90
1224,97
1439,8
525,27
313,9
716,76
360,130
689,1
1150,138
1274,130
573,71
203,66
466,72
1152,56
553,37
996,5
329,85
545,9
934,143
1605,14
1562,3
841,144
1305,47
376,107
257,63
1110,129
151,29
766,149
1100,37
1526,141
1074,109
1533,56
912,87
1598,43
340,86
1206,107
1047,107
1379,36
654,45
1129,5
1157,94
1578,66
249,145
1605,3
204,67
776,149
1423,112
1627,8
1430,149
1646,56
505,65
1206,70
925,42
335,34
1232,68
1194,66
303,132
538,66
1263,97
1619,41
1075,32
825,57
447,65
450,149
525,129
442,24
302,8
1549,86
1626,100
543,39
266,52
641,140
605,7
590,106
740,35
587,42
1338,89
1031,58
981,22
872,126
670,146
1206,19
1280,142
1355,28
778,35
558,49
431,92
1066,135
1506,111
1426,42
1508,54
637,16
357,55
1049,20
886,20
836,97
1073,137
322,88
665,7
765,126
800,142
159,38
999,101
503,49
266,136
467,149
928,104
309,43
1577,148
1279,109
1399,78
1236,127
1294,43
225,140
667,139
908,52
363,85
1597,131
591,3
1362,6
538,136
544,28
253,111
735,2
303,111
703,50
554,46
190,59
826,113
463,4
779,127
902,125
242,34
868,78
520,111
242,111
1012,84
674,73
313,13
243,17
911,143
1642,1
1615,85
1205,97
657,105
490,67
414,136
1550,105
250,17
1157,34
1322,70
611,139
520,51
1188,63
1133,126
1204,24
268,13
1003,111
579,108
1534,99
1402,109
539,36
1607,35
870,101
851,121
1041,78
389,53
1324,122
1284,103
1390,118
1624,29
1003,40
1632,62
1643,99
179,67
728,5
980,81
472,92
454,27
1246,45
724,10
1084,41
351,124
1585,13
1030,94
669,25
1622,10
1027,128
1648,90
406,147
1319,29
1340,40
773,147
985,39
645,121
417,91
1115,120
733,104
1517,138
1203,126
697,85
990,74
1076,38
941,96
817,101
660,94
1293,83
710,149
654,121
498,39
1580,130
1472,145
1471,57
251,72
811,71
807,141
854,16
1041,42
1016,82
1256,104
943,86
396,33
502,143
337,128
574,100
616,75
631,13
745,98
813,77
1127,146
206,59
259,8
230,6
201,57
736,33
686,133
898,23
520,63
1290,118
422,118
1489,105
798,1
475,28
589,137
1215,131
438,111
841,1
474,63
897,6
416,37
1577,83
1177,114
958,15
302,12
1519,106
1493,68
450,135
602,107
1400,66
303,127
1111,147
1443,7
932,147
1236,136
1513,135
199,96
1201,87
1458,39
1261,64
1486,136
1347,80
1614,126
835,6
570,13
923,148
1241,40
779,62
1431,143
1574,142
954,141
840,89
1210,110
934,19
791,78
172,72
659,38
784,35
1648,113
1542,36
1313,130
202,89
409,118
687,8
1059,71
891,15
1405,31
1035,101
208,19
937,43
1401,133
564,3
1258,27
1511,103
824,91
206,1
948,62
1476,89
1578,46
321,124
1555,130
874,27
1069,36
1341,142
270,61
162,145
237,41
285,117
817,126
876,105
525,100
272,34
1506,130
448,124
1349,20
934,91
907,16
326,81
1196,19
817,16
551,35
698,139
1229,101
1468,84
951,143
853,72
381,106
525,78
539,115
1539,67
616,73
348,48
850,46
1205,36
683,19
1286,112
738,20
1007,15
312,59
1280,93
1442,65
1513,82
995,64
276,56
586,17
1340,16
1233,16
391,101
1457,147
329,55
372,54
924,36
1511,76
1548,42
884,147
671,26
737,90
819,146
227,36
444,2
196,46
827,80
736,77
1220,141
583,51
1561,33
757,61
698,116
650,73
1188,69
1261,147
335,132
167,61
572,42
1046,125
166,58
576,138
511,59
1380,5
1358,135
1138,9
1517,105
1236,132
502,40
1079,51
528,20
1558,5
1615,86
240,31
1367,109
1322,83
316,137
1388,50
1487,82
808,18
904,139
835,65
1613,15
187,134
1556,77
1445,100
1555,129
1458,138
882,48
189,80
633,54
267,10
453,127
303,84
1562,97
553,65
1048,4
1587,82
451,129
1450,27
1368,24
208,9
1323,1
1493,29
1285,3
328,145
1099,80
431,16
620,62
1359,14
509,54
952,101
343,74
538,126
251,147
1278,110
638,58
1569,18
798,33
434,146
1259,64
1072,123
304,87
1026,115
376,28
1003,30
713,30
1241,109
1319,134
975,79
353,129
333,139
580,6
398,8
1409,108
608,74
352,89
180,23
365,8
759,69
387,107
528,73
852,78
366,132
1647,3
1228,86
1465,41
511,123
744,17
734,23
578,18
761,125
701,32
361,104
984,109
641,117
778,88
192,86
1353,129
524,148
672,22
717,39
606,148
1116,43
366,123
702,70
934,107
1275,72
179,44
277,26
252,11
1324,149
458,93
1195,57
1232,59
385,79
642,71
867,10
884,89
1131,108
490,4
583,72
560,15
782,133
1141,103
177,119
1040,18
615,10
971,64
1274,69
1443,51
946,30
414,26
1402,94
837,137
838,92
991,109
1224,139
419,14
321,136
1040,101
1185,19
908,2
375,20
497,53
802,115
1613,129
1285,104
1062,76
1554,65
1206,111
914,127
1096,31
1318,121
1423,123
1298,21
1190,61
469,70
418,76
1011,67
1532,130
404,67
271,114
1012,81
252,37
1526,28
750,126
775,27
784,15
1608,143
206,51
413,102
740,7
1189,102
1482,86
503,57
483,143
661,140
430,20
292,74
756,81
718,134
972,7
471,33
729,113
276,102
582,56
1532,137
851,146
377,79
160,59
851,2
962,120
1205,124
156,132
1543,110
1291,34
1368,139
413,71
522,19
1488,118
1609,21
202,57
638,47
1178,7
563,21
1173,80
210,129
728,39
834,111
822,49
806,23
1424,117
1475,143
887,96
1574,133
199,87
302,143
1131,50
646,57
634,95
1352,13
525,54
376,87
533,58
295,71
1178,37
1605,138
734,26
1035,3
860,2
970,50
1422,16
1519,76
457,27
805,115
479,37
1627,68
865,91
344,101
325,50
884,34
1181,136
505,117
475,111
301,146
312,31
1440,77
498,19
657,97
1634,39
688,136
823,33
672,52
639,66
1372,91
503,126
196,53
1457,96
1641,113
307,62
1584,86
1503,77
196,54
615,42
1603,113
814,65
1372,122
1561,7
1052,135
228,144
1131,24
1647,1
719,61
1363,90
1161,46
1569,82
403,112
1141,80
1046,86
748,67
790,129
475,117
1033,147
1448,46
1376,129
472,48
152,35
805,85
712,30
1512,74
1077,20
526,12
1017,3
223,95
1166,17
1277,78
1258,56
383,144
471,141
879,124
1543,22
595,149
903,11
1097,45
394,143
900,73
1266,122
593,51
1563,49
593,35
781,71
645,113
376,116
1316,96
434,123
1522,32
1119,69
1201,35
683,118
475,54
1609,39
312,12
285,35
1415,147
1189,55
614,88
1358,38
1206,90
1535,7
1058,64
214,146
559,44
449,86
742,44
656,32
892,21
621,20
796,126
1116,24
1171,137
1298,60
1164,125
214,108
1033,88
1231,100
862,58
257,121
1595,66
1205,15
913,26
767,95
1061,128
165,74
202,50
1148,39
720,135
463,117
1575,63
669,143
214,15
1416,36
1238,57
1098,81
1409,42
1648,29
1254,49
617,101
197,145
947,46
1003,61
1214,109
838,18
949,4
687,15
1078,6
662,27
849,135
1244,148
1093,16
1468,41
1380,136
490,66
1488,118
512,145
1249,67
585,24
342,36
1100,29
672,6
720,38
939,45
1238,22
1509,37
1588,106
226,139
661,85
762,17
342,137
1470,119
1324,108
1091,82
1417,145
1481,71
1582,77
1643,97
1175,50
1531,66
1424,64
530,139
1578,99
1486,62
1560,146
1029,2
920,60
1182,99
421,118
1610,14
814,102
1221,35
1435,55
888,128
991,130
1128,144
258,51
603,69
522,118
980,11
1593,35
1519,38
998,115
1028,139
605,130
452,22
1223,65
632,15
443,96
309,119
1569,48
442,89
1000,116
1531,14
306,12
1473,134
1288,104
886,99
745,99
702,13
1566,69
744,101
1009,99
1006,134
1110,1
1359,65
1243,30
668,44
1648,43
1326,46
612,19
1533,120
1387,40
577,101
719,41
786,138
1543,45
1185,59
1148,10
824,120
421,76
577,144
360,16
1418,38
1497,141
314,113
331,70
1516,100
1124,35
189,11
418,93
961,131
1017,68
1293,95
1642,114
996,26
1062,4
784,111
653,35
1617,54
1276,4
1544,51
1504,57
472,114
612,74
368,44
353,121
817,96
243,94
1161,129
274,72
611,63
1005,10
1222,48
966,74
584,99
884,92
638,5
1389,118
1217,86
1284,129
628,138
917,79
1233,66
438,89
825,4
865,36
1008,113
1202,21
797,130
260,53
1314,88
154,82
1305,72
1258,145
500,4
264,58
1096,129
1161,55
700,2
451,17
413,16
1468,147
180,112
369,83
358,68
1088,83
386,84
401,13
930,21
705,39
1040,64
1053,131
1641,10
200,75
1105,23
1008,145
1338,67
1174,19
1382,43
878,83
1098,120
581,142
1181,147
332,134
701,28
1279,49
1174,61
1441,3
1340,79
709,30
1087,124
723,83
1407,4
278,128
514,130
1013,85
533,94
1418,103
732,132
1488,49
1251,67
649,118
859,87
1264,91
942,121
444,148
267,98
977,14
486,143
337,116
912,113
1127,38
1375,59
442,62
1010,14
1608,104
1496,117
642,40
1415,146
317,22
1051,66
888,116
1113,124
1023,83
629,42
1376,5
860,119
758,33
1500,97
1570,80
1183,1
1152,48
1564,76
894,13
1294,131
1270,10
545,141
430,71
1251,61
691,52
389,13
1058,128
1490,43
700,65
323,143
844,116
954,71
617,57
1120,59
1405,119
702,131
1424,23
347,129
1256,104
1113,131
1285,128
1530,120
998,88
316,103
1124,14
1146,35
201,13
512,139
1087,26
1076,49
340,24
412,23
1432,4
1351,97
1414,12
916,8
158,132
390,41
984,65
831,118
476,112
777,67
443,23
946,26
490,54
565,103
892,55
1535,126
902,128
763,59
777,72
573,1
1642,17
1315,86
1170,37
490,59
1035,107
711,98
1174,115
1188,39
1003,1
187,101
361,86
1406,28
1321,45
1021,75
218,143
437,149
1498,146
1294,78
902,88
854,50
1596,124
182,135
766,97
297,105
1308,146
1609,20
232,44
1264,84
879,29
841,20
1570,51
505,133
1483,15
360,18
1018,101
1287,17
192,62
1405,81
595,140
1475,82
1258,117
203,127
464,25
687,117
1642,74
312,21
1449,11
1196,106
1291,113
1245,37
173,73
914,78
583,127
1362,56
178,53
652,126
1210,120
1369,44
1164,72
544,142
385,124
1037,112
722,105
592,72
676,20
855,143
1372,46
163,104
641,74
1293,120
1390,94
167,130
303,56
1417,131
578,9
894,48
1161,107
971,115
1128,44
583,71
330,53
617,143
659,65
216,97
313,31
1180,43
1126,62
423,100
235,20
1409,42
1279,15
815,126
1579,67
1029,32
184,28
1261,83
433,121
269,66
832,147
544,99
776,99
1050,2
329,17
817,135
1042,116
1509,146
1627,38
895,93
605,14
515,44
1209,10
1580,60
628,58
598,120
721,81
335,92
1594,134
803,93
643,145
1076,89
1649,79
1600,124
488,9
518,146
1520,84
1387,53
231,100
1554,35
1240,77
807,3
1323,33
1250,18
232,33
1474,91
1451,130
1522,5
374,134
1248,15
908,47
1211,111
1017,130
831,7
532,24
923,77
1245,44
912,9
1516,123
940,121
299,30
993,97
1109,47
791,65
504,8
1339,34
1450,60
363,13
1509,33
166,97
275,1
1121,144
1617,111
1127,99
826,138
275,64
673,51
1561,130
1618,109
650,32
427,43
249,25
703,6
1211,117
750,7
750,74
1105,4
1527,26
648,5
1223,90
1634,8
320,37
1070,132
845,58
233,25
1296,108
294,129
382,108
943,76
330,101
838,88
807,30
695,141
1455,125
353,39
683,16
639,123
901,36
1138,4
393,85
629,51
1070,54
1292,83
252,27
1406,31
812,3
1160,39
375,14
800,128
546,138
1496,2
477,11
246,46
1268,10
1111,94
689,16
696,139
1596,50
1530,19
595,122
694,143
873,70
751,144
1491,101
579,35
1369,36
1620,24
1405,38
707,19
1439,77
741,27
1101,37
440,137
776,47
494,18
1045,137
1141,138
878,73
813,33
158,118
1177,45
1085,104
409,70
999,7
433,37
1018,79
409,79
154,25
1209,111
1200,80
193,144
1139,60
467,67
755,89
470,108
405,64
198,100
1178,107
263,29
232,30
1332,117
250,98
1074,46
184,145
809,26
1222,72
1320,37
1328,63
1223,64
1638,83
570,75
1461,38
194,60
1449,22
761,70
153,135
1170,55
1372,22
630,10
1560,111
647,16
890,132
698,90
859,88
245,61
812,56
829,101
1308,124
171,47
1356,99
1578,11
1476,6
1321,96
203,139
868,56
1341,32
1251,81
673,132
955,19
398,82
1375,148
161,53
1452,22
1014,47
1626,46
635,117
686,116
1515,86
1003,55
1381,70
749,118
655,76
419,126
1142,105
683,18
827,102
395,39
175,60
967,86
963,7
253,12
820,75
1369,49
599,71
349,35
781,65
488,65
253,133
567,76
1318,128
818,8
1415,81
1279,119
929,142
1541,147
1384,143
1111,80
888,148
1343,69
1174,148
1198,91
385,72
613,88
597,32
963,105
1444,10
312,119
705,111
1446,29
1600,114
339,86
234,148
1178,17
1647,105
1460,75
1388,93
516,104
718,149
442,77
1393,41
389,101
576,97
1516,126
1174,84
1366,137
405,4
1322,49
265,136
1361,130
1430,42
923,15
1028,39
1444,60
426,118
379,121
181,16
164,2
1159,112
231,32
1542,63
1510,87
338,93
992,6
288,14
1593,102
1303,119
835,84
1547,40
1505,12
1335,88
1267,21
1460,128
433,71
1041,74
1147,58
627,29
1462,104
1550,29
811,97
763,31
585,120
1461,121
647,101
655,15
830,8
920,49
781,75
463,11
608,106
1065,34
339,149
548,12
1320,108
1147,82
965,97
402,4
228,63
818,115
381,68
796,134
984,104
1243,56
534,129
1578,50
899,1
1619,90
548,126
1608,119
1308,70
788,82
1312,82
1568,143
630,74
1635,111
1277,133
403,127
1495,8
689,80
996,145
807,63
1120,108
692,85
1349,112
707,12
670,106
898,64
1224,29
1243,84
203,56
1178,137
1473,133
299,146
234,72
1451,17
930,137
1528,91
966,112
1100,129
720,16
391,84
1357,23
1358,100
504,31
240,81
896,109
278,88
337,117
879,3
912,52
943,109
1048,137
233,146
1303,132
433,113
1111,12
659,106
1225,44
1058,55
1176,131
696,132
1579,41
1613,23
162,110
284,60
1367,37
1251,39
769,91
706,5
1046,112
531,119
1189,134
1402,79
691,82
1531,60
799,149
785,113
975,71
716,25
1294,97
1361,33
1065,118
414,130
1083,124
1479,123
1262,134
770,98
1200,23
1128,73
325,25
1194,7
1210,87
1472,115
731,94
1440,97
1429,43
1602,134
1449,68
452,103
1089,126
546,92
485,92
897,13
566,15
644,50
917,129
1380,105
1618,4
1202,44
224,145
1641,84
365,77
202,68
475,27
1095,59
997,149
1025,73
434,7
1073,98
190,143
1026,66
349,60
1424,87
915,25
660,71
992,64
1382,80
549,44
482,103
1084,30
233,24
508,31
377,94
439,137
1333,77
787,4
283,130
950,127
359,68
592,132
1065,30
571,8
258,131
1137,48
1066,36
330,113
517,70
1535,147
1268,119
775,16
915,69
656,78
238,129
897,139
675,124
828,109
1507,93
468,4
1532,30
1083,141
850,62
192,42
879,11
771,59
291,101
306,128
1163,148
1428,96
1492,53
962,108
702,75
1316,94
1344,37
1090,126
1015,9
894,105
1165,98
1330,88
899,96
1580,121
1260,92
1209,87
1003,8
613,83
1493,43
542,37
610,94
1573,43
216,22
711,85
1418,131
1038,98
1126,27
1536,42
716,8
1037,85
874,117
1532,61
388,74
1441,132
550,57
1585,112
875,135
913,98
