Left,Right
78,1317
53,191
121,1281
8,921
28,618
58,522
36,1177
36,430
9,378
122,948
23,664
39,1454
97,302
96,962
60,259
110,348
53,695
22,585
133,1488
90,1394
45,1584
39,1306
124,542
1,1155
142,1098
31,1438
54,354
24,1409
83,483
62,366
72,1000
56,184
76,218
118,1348
107,1379
3,1518
120,553
81,775
68,301
88,673
81,919
5,1224
9,1610
46,1558
5,761
134,1421
41,1357
21,599
100,1177
140,480
57,805
5,1259
108,644
123,1068
74,348
122,1188
24,1144
99,1103
93,1015
81,1212
71,1017
48,589
93,297
106,167
88,843
74,505
101,481
52,1059
86,704
68,165
138,256
112,871
145,1081
122,1511
88,1246
43,1052
35,748
87,920
16,1375
79,1063
22,1436
73,463
32,854
87,1623
122,255
149,1274
136,991
17,697
84,203
43,906
43,815
12,1201
35,1053
137,882
73,1614
129,1482
128,1565
88,940
117,1031
94,775
31,1006
57,1096
105,1061
67,1214
28,1014
23,812
138,829
44,1177
62,1647
11,556
46,1562
115,908
90,1407
45,1528
129,1572
81,838
23,1131
79,716
43,1268
76,551
143,642
29,1015
101,566
30,935
29,1361
135,1288
67,206
122,1136
59,867
5,1468
106,901
5,447
113,376
80,1179
71,895
137,965
143,1375
133,1223
110,389
100,1245
149,1436
142,634
116,1454
117,1422
148,320
146,876
32,250
42,724
132,508
50,946
22,175
88,1320
146,162
6,206
54,432
45,365
39,329
6,892
42,443
66,657
52,1201
22,588
133,1515
61,491
74,200
127,1360
65,657
26,1394
88,1053
87,495
112,827
74,621
114,1412
55,1079
32,480
108,1259
48,1109
52,1066
36,1322
21,154
123,674
67,652
2,752
21,1052
28,1499
78,649
40,735
111,674
68,362
96,711
101,406
65,295
143,496
40,1505
75,984
65,1162
10,370
18,1590
100,383
86,554
23,404
19,614
23,850
34,976
111,454
71,276
42,251
60,1070
27,1152
88,1290
122,1596
25,418
112,1188
62,259
48,901
96,749
50,1057
101,358
61,1467
69,766
91,861
21,275
4,904
123,746
101,942
148,1364
35,1244
98,1479
128,1043
132,1469
64,543
139,857
129,1600
133,1061
4,1294
137,1096
10,244
108,183
43,186
76,434
115,548
31,1279
73,853
38,889
40,1574
72,905
13,1143
65,1602
6,1268
4,512
45,810
115,1449
149,1130
54,1014
60,1400
49,1070
40,943
70,418
22,977
34,1075
134,200
70,300
39,1334
141,487
42,1611
126,474
5,1441
106,430
14,1389
49,1322
103,1298
49,355
108,482
149,896
91,181
36,1216
94,309
149,1179
32,1253
72,811
33,767
17,1123
137,958
94,412
146,1432
136,840
69,248
76,1493
126,1533
22,408
61,1226
38,611
73,1495
130,253
63,745
76,711
69,267
149,615
128,700
41,831
123,1274
111,775
122,1294
67,690
131,535
23,984
131,1644
39,668
55,490
146,328
112,1571
90,1112
102,1257
7,1036
96,319
43,738
57,1375
72,1253
108,760
149,443
5,980
77,962
12,1635
137,1644
27,856
60,1343
116,1138
58,711
97,401
20,180
112,1058
134,416
28,484
33,1613
39,152
19,901
24,640
102,353
145,1285
49,1588
136,1180
65,1511
46,1401
123,928
145,631
111,1269
119,1289
74,1462
77,1588
11,218
66,884
132,1255
84,1477
71,1127
10,462
3,1386
23,1442
117,486
2,1648
78,1028
6,298
67,1194
124,156
21,1389
86,935
53,1034
61,830
71,624
124,758
65,1505
3,1176
103,421
122,1435
73,164
92,654
51,1336
44,1238
84,1440
71,1103
100,1249
15,707
47,186
88,1641
51,309
75,891
111,1078
126,443
84,1227
40,392
5,1080
111,946
117,281
107,700
18,878
76,1619
136,227
92,207
48,1381
17,966
55,521
91,172
128,703
35,1312
38,1274
26,1559
51,594
58,434
13,324
17,1413
48,1409
2,1145
112,321
91,1393
65,535
121,1631
69,940
129,1048
135,270
33,678
99,572
57,1356
144,694
115,232
48,1222
132,1606
49,704
25,1272
136,924
78,856
85,704
86,980
110,1011
55,605
23,988
91,162
147,888
24,368
96,1451
113,386
125,725
22,318
50,1545
3,1146
66,1367
8,981
115,696
25,851
60,1166
88,910
103,1166
146,359
90,1360
108,807
66,1603
14,560
107,324
77,639
142,1525
46,799
94,1621
18,787
5,240
105,594
59,836
77,334
3,1432
140,874
106,1193
85,268
114,375
27,986
6,1337
42,1010
107,343
59,1483
95,697
76,1559
148,1290
37,774
79,195
49,374
53,1107
26,161
98,1127
61,254
79,990
38,223
119,356
149,846
57,1145
135,745
117,1512
17,226
31,1238
72,339
67,847
58,1567
138,363
41,749
67,760
114,726
37,1531
27,903
123,520
7,1326
13,963
102,400
41,594
89,1530
54,542
66,1137
140,932
40,1388
31,440
50,1317
146,831
27,1221
104,1345
148,530
11,1150
123,199
110,1531
147,436
23,1600
75,409
14,382
145,1357
136,591
15,261
101,175
149,1480
32,264
142,1403
127,320
32,552
107,426
70,1367
80,1168
44,630
42,770
94,739
115,391
71,1475
141,197
22,1397
74,713
80,166
145,463
47,374
142,1191
115,327
143,1594
68,671
50,959
25,463
76,1468
35,899
74,1270
25,477
48,663
83,188
43,1298
24,1356
83,399
127,467
65,1374
106,371
142,234
76,1118
22,413
98,1392
128,1119
115,588
140,944
99,418
85,699
71,491
116,865
100,918
42,729
73,1635
138,893
113,452
128,1599
1,156
108,403
44,901
112,1530
69,1592
106,1227
58,572
21,1561
135,1051
3,871
37,644
81,533
15,1206
7,716
92,943
126,964
69,1302
85,1258
11,694
31,1135
137,410
65,1416
149,678
76,391
31,1589
129,1093
40,1576
127,1519
7,926
93,778
145,1080
13,1504
114,713
117,790
116,1343
57,1426
146,1092
3,963
15,210
40,1481
46,767
83,830
81,1184
130,892
121,582
30,1223
133,1276
9,933
91,1059
98,480
137,1386
58,1648
142,822
11,1435
145,1519
120,159
82,651
149,1198
109,606
38,602
3,593
24,289
90,924
74,777
72,728
109,746
76,1171
134,406
103,1620
124,478
19,1077
128,1076
82,649
49,440
141,640
23,1427
144,917
90,771
68,1047
92,917
145,1033
44,903
122,1010
11,1553
139,473
52,1470
63,1166
30,812
4,750
139,1053
34,272
47,1136
147,391
138,743
123,872
70,659
112,1355
59,1151
122,995
50,1502
48,1637
149,899
103,1359
18,1224
21,881
85,958
58,403
43,414
109,401
63,700
30,236
100,1632
87,1091
96,187
57,810
142,1601
110,1400
85,1425
130,908
129,604
67,1318
126,1571
10,1478
87,210
135,789
94,1349
24,1587
137,1516
92,922
102,1121
134,1474
35,986
107,353
19,1509
56,1647
84,987
142,1263
115,676
66,510
54,368
149,788
99,1183
110,815
18,1405
130,1010
33,681
94,506
127,582
97,455
58,513
90,1322
25,979
91,944
132,644
6,1389
98,1338
12,383
128,592
79,976
147,307
143,1545
134,766
114,436
137,597
7,1448
75,964
42,386
33,327
143,594
61,1490
105,440
31,465
6,1240
138,400
106,1600
147,910
3,266
75,659
62,154
96,981
62,491
141,734
105,645
79,460
53,664
142,1547
108,1016
97,515
76,429
27,414
30,238
128,1528
14,911
43,307
20,712
103,1357
58,1309
143,1623
89,1116
139,327
120,739
63,784
129,1457
39,942
17,1614
89,628
35,379
15,455
98,1242
72,754
48,653
53,950
26,360
31,530
3,1019
67,930
79,1017
17,1447
121,1393
35,603
26,1438
132,497
57,1333
143,981
46,645
77,937
45,1615
99,644
126,885
129,709
121,919
135,986
35,1510
1,1483
5,244
65,1261
18,470
73,340
92,1074
102,890
3,427
37,503
35,1299
82,1214
23,717
47,784
78,563
113,284
40,320
12,694
12,210
45,1137
79,828
30,694
14,228
35,1150
8,843
5,1449
44,757
102,1355
6,1404
141,325
109,535
114,1379
139,599
88,1298
82,732
138,320
82,520
114,1230
61,156
129,1322
124,496
30,1093
46,776
84,817
137,633
108,1108
110,1230
34,508
61,530
15,1005
147,312
3,246
38,270
132,918
30,182
27,1462
45,1176
3,1316
15,266
39,478
29,622
138,369
122,448
106,1178
121,674
65,932
11,610
142,1012
51,1360
2,272
23,992
30,1193
61,990
6,279
121,1125
39,191
5,441
64,474
122,550
128,288
115,625
32,368
140,857
59,767
14,1057
54,871
56,812
119,1351
100,1319
70,248
137,678
37,1223
132,1308
68,1059
112,682
43,317
39,1468
71,875
128,1614
131,1450
52,1617
45,735
91,1414
66,506
77,814
119,418
44,990
81,481
55,798
26,341
149,1327
87,1099
69,1377
93,902
104,1078
27,1022
46,351
148,1259
9,172
62,833
132,1291
5,1384
40,1245
138,1633
18,187
70,607
75,1575
59,536
36,715
11,778
114,314
112,911
15,1205
30,1477
93,1361
20,1130
97,1047
33,1218
105,920
138,1211
31,496
26,875
42,1528
74,958
98,1235
63,335
5,665
111,1291
120,557
115,658
147,397
11,1159
3,954
121,1576
136,495
116,1299
93,394
132,1595
122,556
47,1087
84,1037
122,1244
9,323
72,1454
121,253
52,1457
117,1360
129,449
32,1544
29,1470
16,1184
51,758
138,1042
13,888
75,553
49,306
78,852
97,161
52,280
5,214
85,360
117,772
3,1121
78,1405
148,1218
14,872
116,577
60,1295
84,260
59,1042
21,784
38,943
133,438
67,549
27,750
131,526
119,447
80,491
37,1276
81,827
21,491
119,676
70,1372
39,1026
119,217
89,1014
133,1593
51,1521
139,659
129,1138
116,1159
16,1558
143,1530
58,329
13,233
2,1272
66,490
21,941
129,1593
14,641
68,1404
38,215
85,641
48,1206
65,1210
95,315
85,423
38,462
64,1585
136,645
74,958
97,316
99,1206
31,299
67,1391
8,1152
91,1393
33,168
16,1174
21,1305
68,948
148,1189
140,1424
39,1577
5,551
23,1577
143,1310
18,1582
79,1292
49,1123
105,611
131,1217
51,1433
38,165
49,861
38,333
44,1109
2,516
131,1333
9,742
126,1308
30,643
12,406
114,171
101,507
91,363
39,221
79,524
97,1567
125,1255
14,305
137,770
88,324
64,921
34,829
84,404
2,493
143,1227
12,1253
41,504
105,916
53,479
43,1583
50,270
76,517
4,952
102,842
82,205
59,1001
84,432
95,1166
32,427
41,1317
129,1111
17,531
73,1181
87,571
58,1201
25,800
124,841
70,262
35,1134
3,310
71,1432
141,937
85,329
125,1263
33,990
96,1648
2,1648
85,332
21,385
136,629
67,444
135,1006
70,174
130,1514
25,1102
10,1281
83,1601
120,710
52,1410
63,1431
25,215
110,462
130,528
107,1495
17,1555
51,1212
50,1361
110,481
128,927
144,352
134,1249
53,310
102,1369
19,273
46,518
46,273
108,228
8,389
79,909
45,1479
106,1306
62,1092
25,400
69,639
91,500
92,450
72,472
5,1174
18,1507
36,980
13,559
47,772
135,828
81,1226
63,1509
82,686
24,323
114,1043
11,1638
2,1135
137,1397
38,387
115,1623
41,1359
144,223
32,710
22,1209
99,1620
127,998
98,1515
124,1635
13,1565
144,476
93,331
55,1126
88,1647
19,457
147,1194
26,987
14,1256
99,234
2,486
9,1163
104,491
51,240
115,164
23,540
49,203
101,1613
1,1377
52,1150
108,564
77,1289
17,170
142,602
118,1615
24,1609
55,343
55,290
141,693
116,179
35,1623
139,236
71,156
60,1540
76,1373
138,204
1,761
35,887
70,203
52,1561
79,1374
60,290
57,532
127,988
58,670
2,1555
5,1439
53,229
99,1350
147,1134
32,585
40,172
77,1275
97,1000
83,1150
84,856
144,1475
28,1553
56,1595
101,1587
19,885
118,628
123,322
105,1026
47,1188
77,158
40,1618
19,886
93,680
67,1527
52,1354
65,986
27,1056
31,1349
17,1580
3,1202
31,311
39,492
33,638
134,477
111,186
132,243
138,1286
138,500
105,1031
11,268
63,241
30,332
134,489
80,1228
148,686
81,403
109,1453
95,533
64,321
116,1073
79,213
42,1158
61,1256
132,1308
19,1336
100,1545
39,1485
113,1156
35,935
55,1048
107,988
115,1078
24,1462
139,719
102,326
7,1240
112,363
67,296
144,1564
109,1305
122,533
27,1278
64,1450
122,1202
127,1557
2,155
46,1475
60,890
102,1518
12,489
53,1142
48,1034
1,1560
39,764
68,807
74,1156
15,455
73,218
141,543
29,1253
144,241
122,404
6,1373
145,952
29,178
143,1374
143,700
95,572
62,1227
82,497
68,257
20,1379
59,1410
40,1231
9,205
90,911
139,728
140,1610
63,1605
93,1378
79,666
65,450
114,845
132,1010
89,1359
116,1191
13,1286
79,679
61,496
37,459
141,1162
68,857
146,1000
149,1544
46,1480
86,899
26,504
130,715
20,1523
147,1493
31,1262
35,241
128,818
127,748
137,240
58,966
134,1335
7,536
119,1516
113,1315
85,642
140,409
42,974
77,1077
96,1494
147,1264
78,1609
26,1294
35,803
2,509
31,711
50,1063
128,852
70,1406
115,515
140,1377
58,1410
103,874
88,175
45,1536
2,733
14,173
120,941
61,788
132,950
25,1275
5,1055
45,631
102,877
140,295
19,893
4,1370
120,1393
124,842
148,985
48,923
41,608
80,562
96,1519
33,563
4,509
117,1110
47,169
57,1600
143,976
35,791
10,379
44,839
141,1240
23,1634
65,776
87,902
114,1062
129,1357
139,1075
24,266
46,1304
99,399
38,248
18,418
35,315
141,387
97,582
111,784
48,1218
35,862
71,397
45,1455
17,1265
65,756
109,696
74,1570
84,1581
121,288
34,1373
10,208
14,1357
47,1206
89,1032
50,636
64,1372
132,1307
98,1032
140,1174
148,518
79,1414
65,1069
117,173
75,294
99,1411
147,1627
90,879
92,951
131,659
64,399
39,503
112,992
128,263
72,901
28,1341
134,645
61,675
136,159
68,862
50,1542
21,707
15,1489
122,191
26,1373
25,835
126,1639
103,872
25,1002
20,897
66,874
143,1150
102,1379
59,1342
74,1198
7,1068
35,909
95,516
31,751
107,1534
31,545
141,336
143,406
7,572
59,1053
64,546
74,289
9,1379
30,528
62,182
123,1125
53,1317
80,393
69,534
36,550
73,412
82,1431
16,1368
55,1558
81,1192
110,357
134,177
62,584
59,167
8,1300
26,270
101,1142
131,652
81,1609
121,254
90,860
124,848
78,1566
135,1022
59,1174
25,1292
134,494
108,1585
23,1065
88,668
11,960
4,875
30,1379
109,621
118,503
27,1585
6,1301
120,1018
146,913
46,1041
82,554
47,1517
95,328
83,155
110,749
18,1387
45,180
66,288
111,1201
133,819
30,331
73,672
24,531
42,641
89,1444
118,1300
120,1284
56,1008
49,807
67,1088
97,1275
131,1632
102,401
115,286
132,445
104,1015
96,415
101,354
119,571
37,700
51,338
13,1519
73,420
21,792
113,787
87,1338
106,773
88,1587
136,652
70,1057
48,207
12,1205
90,715
120,896
60,1066
86,1230
98,198
110,903
39,206
53,1140
92,1251
121,646
35,1227
40,824
36,952
124,220
50,596
45,1396
92,1361
93,1050
80,1442
87,1013
97,1138
85,1330
10,351
15,1393
36,1328
108,1493
112,728
17,1207
17,826
73,1307
18,1567
60,1003
80,496
132,173
133,957
7,1245
61,1325
101,1159
37,685
136,581
131,1627
31,1332
12,1622
129,1593
24,1200
29,567
121,909
134,199
47,1645
14,1444
99,1004
73,598
65,180
38,376
105,594
5,712
104,508
98,835
114,1451
142,332
33,393
7,314
121,1606
35,931
135,1590
107,551
81,179
8,1089
3,1531
51,799
84,259
44,1118
128,791
101,1618
44,512
20,1498
35,519
22,776
12,1364
67,601
44,1320
136,1071
3,687
44,557
129,954
83,712
115,1257
86,700
55,703
6,958
64,784
129,1639
42,1489
135,746
79,1460
14,698
36,1151
32,1293
14,510
76,1157
37,767
134,507
118,503
19,474
29,782
119,329
115,226
38,578
145,1066
117,1011
12,1540
114,542
7,980
11,962
74,1115
92,1527
60,459
26,717
133,1128
143,1336
27,957
28,575
56,1082
12,180
22,435
96,1540
62,1505
19,1303
105,494
43,211
28,973
10,171
21,1338
123,862
37,1403
11,1068
130,446
122,458
85,702
113,179
86,957
66,780
145,1334
17,1311
21,479
63,1443
97,1567
135,1525
100,776
32,460
44,1264
67,780
91,1211
138,603
81,1529
117,499
18,1228
41,1614
44,447
116,673
90,1279
103,938
35,767
140,1524
84,769
93,1036
74,795
76,684
54,493
5,758
61,854
4,1598
3,605
15,475
112,817
36,424
131,1159
83,275
20,435
38,1567
18,783
133,1292
129,473
82,1232
52,1537
101,528
45,1289
67,572
51,170
135,628
128,1352
57,1032
62,1092
148,867
75,1094
114,489
134,1608
126,841
14,1535
35,1138
38,1468
78,375
54,223
124,272
95,1326
128,1355
35,1290
146,595
92,1430
107,1282
122,343
127,422
15,1403
144,814
94,1572
119,1198
105,1483
44,1359
126,968
117,1225
11,953
104,1292
122,816
105,1444
6,208
120,600
72,444
75,192
23,1625
111,789
47,1085
42,541
50,1645
70,1370
138,1206
121,519
102,257
8,939
123,251
31,242
78,1363
4,883
119,487
149,330
25,1424
66,1312
18,1445
134,476
52,714
92,647
63,350
71,233
53,400
15,794
14,180
62,597
15,1098
65,446
43,1554
66,652
6,717
6,1039
126,1342
85,1627
54,183
70,737
18,1384
8,399
10,1098
46,931
36,634
121,818
85,1417
123,647
108,1550
15,401
55,1637
24,675
34,1171
84,793
139,1199
106,1525
80,1256
146,1404
35,1230
147,462
76,786
145,1375
22,1265
43,1555
44,359
136,1219
8,539
121,1066
71,1072
99,583
112,1347
23,1474
73,1360
87,554
27,671
64,670
82,353
58,1475
105,1608
137,876
77,519
24,978
103,268
5,868
6,240
77,200
85,220
86,862
47,1172
24,979
25,897
3,1057
40,832
144,352
113,1402
73,1248
22,1260
64,1171
69,1007
45,746
120,860
25,553
85,1083
136,547
7,1188
138,1204
28,287
149,220
130,427
141,736
86,442
118,1312
36,1445
98,857
22,209
16,787
115,544
76,524
79,197
9,191
78,223
55,884
88,725
50,1310
97,1269
116,1211
7,1375
4,304
71,232
42,502
55,1287
82,651
121,425
4,1576
94,1099
67,1068
48,1592
84,1370
18,1635
127,692
147,1155
2,778
93,1376
138,1110
59,590
105,830
21,391
97,1111
2,1460
30,1183
124,1600
98,484
32,1124
141,1511
30,352
78,381
74,1247
31,1335
81,1463
127,169
127,1493
118,1255
90,697
110,463
134,1443
109,699
112,278
37,1617
42,543
95,217
30,1326
85,411
96,614
58,1039
31,679
114,652
94,1587
74,1237
133,353
132,727
31,1469
7,1518
131,1364
60,947
82,1612
7,311
61,781
17,742
131,1408
139,1408
105,1487
113,1046
126,1430
125,322
29,1585
15,1219
21,513
48,1598
34,925
96,1069
82,324
22,1159
98,899
104,1435
136,458
128,799
35,1006
56,410
105,731
147,1406
71,1485
122,231
134,1610
88,1177
138,1176
117,417
89,483
74,498
103,1189
145,1203
73,1457
52,1336
10,1182
38,1589
87,678
29,690
108,792
102,1299
35,1064
124,1483
50,810
123,534
16,775
128,1363
46,202
57,1320
44,548
22,1201
66,848
52,1115
90,1516
70,1604
29,1243
26,776
127,1487
143,1145
127,279
101,557
143,612
82,734
37,1350
90,767
68,1565
126,472
56,188
122,564
147,1198
138,1155
17,713
60,314
24,1442
65,385
30,1009
17,1030
113,1179
71,200
88,832
98,987
57,1607
116,976
45,1053
45,1023
101,1274
75,779
33,724
81,891
71,596
40,454
110,379
143,1598
86,201
83,685
30,1537
32,1526
109,334
97,448
131,1037
116,885
44,656
110,1369
14,1144
49,708
11,1500
84,1213
127,1088
136,587
74,909
68,355
92,1101
19,1137
121,1251
129,530
135,1330
132,681
120,587
15,1468
32,827
108,943
43,1440
38,836
41,573
93,1180
79,1591
143,633
142,350
4,1043
108,1322
17,758
98,302
35,1474
47,1449
91,504
83,427
39,1537
64,1028
39,377
113,807
128,286
26,1216
49,1431
37,588
142,251
9,1241
121,869
2,440
34,578
65,325
123,621
25,1643
31,153
66,988
73,877
102,1628
97,1458
122,682
119,645
108,767
27,1445
125,610
128,186
104,958
4,1093
3,678
126,365
62,1418
88,1425
68,688
58,222
147,721
32,975
17,1426
63,436
93,772
101,865
11,660
76,1250
17,1061
12,782
130,1436
23,1371
89,750
109,614
11,956
3,1193
149,575
96,1560
5,1109
107,1529
9,1050
33,213
26,729
105,1049
19,1352
10,894
89,773
102,958
134,542
10,1480
8,587
77,1535
147,1459
84,944
33,925
14,761
7,435
83,421
61,793
106,1494
36,844
1,725
48,1298
61,531
79,1022
6,445
139,561
112,1007
139,1021
146,339
21,273
81,1403
6,698
21,570
130,1368
93,1245
83,1234
34,1643
27,151
111,335
119,1633
31,1412
83,770
48,410
111,1363
7,238
13,938
36,1023
85,1300
55,1257
78,1532
80,685
129,374
39,151
34,297
85,931
70,1516
53,1047
75,1545
86,169
28,625
112,454
45,588
17,545
126,786
135,1182
77,1248
12,1202
18,884
4,844
68,873
123,221
5,662
6,255
65,412
147,1498
148,1495
10,1505
55,810
47,1102
97,1491
73,791
142,1424
64,893
99,1085
5,998
70,785
20,916
63,1053
14,1530
63,720
39,1161
20,345
30,740
53,710
125,935
22,847
25,618
27,434
67,987
90,936
25,195
72,1589
14,894
63,937
10,796
55,808
38,726
62,541
78,1164
107,1269
100,572
64,1367
23,403
131,166
63,1406
90,823
52,1167
6,208
78,402
48,1622
1,568
25,1287
69,1450
94,463
68,1116
17,1492
135,874
119,813
58,395
136,161
63,170
97,555
91,1599
127,811
119,176
71,1442
7,1459
112,1280
47,289
48,1190
4,345
113,1445
139,1330
143,1352
131,1070
134,1159
28,412
89,894
146,473
77,387
35,448
145,781
138,262
80,670
75,929
94,639
40,871
118,376
82,1255
120,999
60,794
16,1560
139,1059
47,1616
126,504
19,620
45,787
141,1527
123,1434
112,1554
44,811
38,784
78,1099
126,779
70,669
104,437
22,1578
103,1618
106,1270
127,276
39,1284
37,1591
7,1324
67,1443
95,1195
68,468
145,817
124,1551
11,709
124,423
40,892
99,543
9,471
39,1117
29,1295
30,1568
123,380
89,947
37,837
136,813
49,437
141,567
47,270
125,152
147,302
25,207
117,1090
48,341
55,737
84,769
80,1389
136,1088
105,1509
98,246
127,606
62,923
104,1374
52,184
122,1480
43,1174
44,1407
103,1299
75,1231
142,661
34,1281
37,658
102,791
113,1359
76,1306
16,409
6,348
148,994
146,586
33,1295
14,210
55,299
34,1602
77,1256
2,773
21,788
25,189
28,1516
134,863
137,268
83,1026
16,704
101,374
27,363
116,971
88,882
81,894
122,175
81,1064
105,368
127,763
61,1189
84,157
136,1110
114,1408
41,719
117,1323
82,990
44,230
62,188
54,510
3,1530
94,1189
148,1534
65,1634
52,1432
35,669
94,628
12,576
99,332
134,1570
94,1291
92,1564
142,597
71,364
12,444
127,608
14,1014
23,165
66,1382
13,554
2,348
75,158
103,179
21,415
141,1087
141,355
78,1613
117,1189
113,278
137,1283
107,1288
70,1041
100,753
43,1448
114,890
68,1459
31,187
129,1622
122,958
73,1356
116,357
113,928
86,958
70,1375
146,803
51,985
144,971
34,1389
126,1164
53,1458
114,1521
66,1387
147,700
56,1077
84,800
140,629
98,1439
96,1160
27,1142
78,411
7,1603
144,842
20,915
114,905
